1.36	0.2	-0.984944842
1.4	0.2	-0.860926302
1.44	0.2	-0.826776274
1.48	0.2	-0.862281204
1.52	0.2	-0.83420383
1.56	0.2	-0.792446247
1.6	0.2	-0.802591564
1.64	0.2	-0.822010119
1.68	0.2	-0.765850709
1.72	0.2	-0.713003239
1.76	0.2	-0.900822693
1.8	0.2	-0.739301661
1.84	0.2	-0.682454212
1.88	0.2	-0.711927097
1.92	0.2	-0.700861887
1.96	0.2	-0.746918298
2	0.2	-0.912383893
		
4.00E-02	0.4	-3.794224007
8.00E-02	0.4	-3.105618698
0.12	0.4	-2.732762823
0.16	0.4	-2.363127396
0.2	0.4	-2.174720125
0.24	0.4	-2.081947325
0.28	0.4	-1.880935724
0.32	0.4	-1.755399779
0.36	0.4	-1.690472045
0.4	0.4	-1.561638363
0.44	0.4	-1.542503925
0.48	0.4	-1.405132755
0.52	0.4	-1.347307601
0.56	0.4	-1.308052404
0.6	0.4	-1.249071592
0.64	0.4	-1.122841688
0.68	0.4	-1.126949973
0.72	0.4	-1.111249846
0.76	0.4	-1.061310565
0.8	0.4	-1.026626245
0.84	0.4	-1.01838655
0.88	0.4	-0.999049994
0.92	0.4	-0.93119687
0.96	0.4	-0.944399198
1	0.4	-0.855289646
1.04	0.4	-0.877081993
1.08	0.4	-0.740543495
1.12	0.4	-0.747624176
1.16	0.4	-0.801273744
1.2	0.4	-0.779546956
1.24	0.4	-0.696517742
1.28	0.4	-0.727804083
1.32	0.4	-0.670867897
1.36	0.4	-0.625630116
1.4	0.4	-0.620097009
1.44	0.4	-0.580960376
1.48	0.4	-0.57323625
1.52	0.4	-0.636306594
1.56	0.4	-0.637867165
1.6	0.4	-0.555693105
1.64	0.4	-0.586957532
1.68	0.4	-0.555703262
1.72	0.4	-0.57848865
1.76	0.4	-0.565166565
1.8	0.4	-0.450649606
1.84	0.4	-0.499529778
1.88	0.4	-0.473896367
1.92	0.4	-0.564095925
1.96	0.4	-0.597868514
2	0.4	-0.467748271
		
4.00E-02	0.6	-3.851759929
8.00E-02	0.6	-3.123227481
0.12	0.6	-2.667105122
0.16	0.6	-2.458017542
0.2	0.6	-2.141929001
0.24	0.6	-2.071186699
0.28	0.6	-1.844631736
0.32	0.6	-1.672896235
0.36	0.6	-1.66400531
0.4	0.6	-1.521557911
0.44	0.6	-1.482324157
0.48	0.6	-1.388895862
0.52	0.6	-1.292446276
0.56	0.6	-1.232306911
0.6	0.6	-1.214275791
0.64	0.6	-1.138087901
0.68	0.6	-1.07942407
0.72	0.6	-1.07904978
0.76	0.6	-0.994771345
0.8	0.6	-0.932616056
0.84	0.6	-0.913560117
0.88	0.6	-0.818985604
0.92	0.6	-0.771517065
0.96	0.6	-0.762199547
1	0.6	-0.761897575
1.04	0.6	-0.699261373
1.08	0.6	-0.717774262
1.12	0.6	-0.604726755
1.16	0.6	-0.65494706
1.2	0.6	-0.619586848
1.24	0.6	-0.620313724
1.28	0.6	-0.625226194
1.32	0.6	-0.550538122
1.36	0.6	-0.583242841
1.4	0.6	-0.517979867
1.44	0.6	-0.546885597
1.48	0.6	-0.4455526
1.52	0.6	-0.487122722
1.56	0.6	-0.506498148
1.6	0.6	-0.405563518
1.64	0.6	-0.475300921
1.68	0.6	-0.429682521
1.72	0.6	-0.405698362
1.76	0.6	-0.45805781
1.8	0.6	-0.47997953
1.84	0.6	-0.357147331
1.88	0.6	-0.449529692
1.92	0.6	-0.4648557
1.96	0.6	-0.291067489
2	0.6	-0.435144921
		
4.00E-02	0.8	-3.799197356
8.00E-02	0.8	-3.117817032
0.12	0.8	-2.751896523
0.16	0.8	-2.456587395
0.2	0.8	-2.244686441
0.24	0.8	-2.026865073
0.28	0.8	-1.821260742
0.32	0.8	-1.721660302
0.36	0.8	-1.640210124
0.4	0.8	-1.572775548
0.44	0.8	-1.447767103
0.48	0.8	-1.39463587
0.52	0.8	-1.27071897
0.56	0.8	-1.197157401
0.6	0.8	-1.145069496
0.64	0.8	-1.107996056
0.68	0.8	-1.093475865
0.72	0.8	-1.024819597
0.76	0.8	-0.964991247
0.8	0.8	-0.916788133
0.84	0.8	-0.953523616
0.88	0.8	-0.862586415
0.92	0.8	-0.792796243
0.96	0.8	-0.747573068
1	0.8	-0.774067013
1.04	0.8	-0.716381513
1.08	0.8	-0.699931186
1.12	0.8	-0.68081135
1.16	0.8	-0.638549959
1.2	0.8	-0.617949566
1.24	0.8	-0.534359074
1.28	0.8	-0.587140402
1.32	0.8	-0.452289834
1.36	0.8	-0.502552738
1.4	0.8	-0.539604686
1.44	0.8	-0.491046142
1.48	0.8	-0.513070302
1.52	0.8	-0.511732217
1.56	0.8	-0.488877429
1.6	0.8	-0.43260851
1.64	0.8	-0.413494598
1.68	0.8	-0.386045982
1.72	0.8	-0.403786033
1.76	0.8	-0.348223165
1.8	0.8	-0.38801035
1.84	0.8	-0.440445463
1.88	0.8	-0.34665534
1.92	0.8	-0.457766878
1.96	0.8	-0.300059212
2	0.8	-0.355657476
		
4.00E-02	1	-3.805070928
8.00E-02	1	-3.102843038
0.12	1	-2.713152551
0.16	1	-2.452632368
0.2	1	-2.185940232
0.24	1	-2.051358783
0.28	1	-1.862656927
0.32	1	-1.78664046
0.36	1	-1.648975463
0.4	1	-1.575701408
0.44	1	-1.506674267
0.48	1	-1.363128134
0.52	1	-1.254628966
0.56	1	-1.26973586
0.6	1	-1.121950839
0.64	1	-1.057871656
0.68	1	-1.052524956
0.72	1	-0.992341591
0.76	1	-0.938328975
0.8	1	-0.985172989
0.84	1	-0.958614833
0.88	1	-0.878729702
0.92	1	-0.843930106
0.96	1	-0.84776047
1	1	-0.844383233
1.04	1	-0.800198894
1.08	1	-0.680366547
1.12	1	-0.700939875
1.16	1	-0.716514039
1.2	1	-0.625914721
1.24	1	-0.651956775
1.28	1	-0.630194721
1.32	1	-0.598622783
1.36	1	-0.597087456
1.4	1	-0.590753526
1.44	1	-0.644509471
1.48	1	-0.55994545
1.52	1	-0.587863121
1.56	1	-0.581655598
1.6	1	-0.526987062
1.64	1	-0.507294097
1.68	1	-0.531912375
1.72	1	-0.522287137
1.76	1	-0.577609882
1.8	1	-0.43471078
1.84	1	-0.362864311
1.88	1	-0.341575764
1.92	1	-0.37891071
1.96	1	-0.395695464
2	1	-0.363236432
		
4.00E-02	1.2	-3.828226405
8.00E-02	1.2	-3.18602285
0.12	1.2	-2.751275064
0.16	1.2	-2.292793081
0.2	1.2	-2.203827481
0.24	1.2	-2.060151218
0.28	1.2	-1.840996589
0.32	1.2	-1.719635973
0.36	1.2	-1.656619112
0.4	1.2	-1.587753619
0.44	1.2	-1.466012167
0.48	1.2	-1.3171027
0.52	1.2	-1.300597037
0.56	1.2	-1.321148608
0.6	1.2	-1.25553187
0.64	1.2	-1.1666515
0.68	1.2	-1.138836561
0.72	1.2	-1.122294622
0.76	1.2	-1.067683242
0.8	1.2	-1.065907343
0.84	1.2	-0.977526975
0.88	1.2	-0.85647996
0.92	1.2	-0.950592945
0.96	1.2	-0.876924524
1	1.2	-0.836050499
1.04	1.2	-0.844743479
1.08	1.2	-0.81781508
1.12	1.2	-0.725462212
1.16	1.2	-0.680360258
1.2	1.2	-0.785874944
1.24	1.2	-0.751647468
1.28	1.2	-0.765486909
1.32	1.2	-0.717108679
1.36	1.2	-0.60689449
1.4	1.2	-0.695467143
1.44	1.2	-0.591211196
1.48	1.2	-0.764477351
1.52	1.2	-0.674175329
1.56	1.2	-0.569469799
1.6	1.2	-0.617560814
1.64	1.2	-0.511403794
1.68	1.2	-0.521729131
1.72	1.2	-0.526448666
1.76	1.2	-0.654348209
1.8	1.2	-0.526215379
1.84	1.2	-0.44700716
1.88	1.2	-0.5266398
1.92	1.2	-0.460273616
1.96	1.2	-0.476154928
2	1.2	-0.598631924
		
4.00E-02	1.4	-3.828886987
8.00E-02	1.4	-3.056930669
0.12	1.4	-2.676437941
0.16	1.4	-2.4283452
0.2	1.4	-2.248510608
0.24	1.4	-2.0463701
0.28	1.4	-1.942668221
0.32	1.4	-1.788624762
0.36	1.4	-1.674086272
0.4	1.4	-1.595826745
0.44	1.4	-1.525474964
0.48	1.4	-1.442225796
0.52	1.4	-1.389472854
0.56	1.4	-1.316373642
0.6	1.4	-1.26854694
0.64	1.4	-1.17836989
0.68	1.4	-1.221580156
0.72	1.4	-1.071269801
0.76	1.4	-1.090257544
0.8	1.4	-1.064818852
0.84	1.4	-1.038190868
0.88	1.4	-1.026432507
0.92	1.4	-1.015486001
0.96	1.4	-0.917597647
1	1.4	-0.915825316
1.04	1.4	-0.881631911
1.08	1.4	-0.747747687
1.12	1.4	-0.751264181
1.16	1.4	-0.904548937
1.2	1.4	-0.872116617
1.24	1.4	-0.831190664
1.28	1.4	-0.712237768
1.32	1.4	-0.720230474
1.36	1.4	-0.735087202
1.4	1.4	-0.653701099
1.44	1.4	-0.747377003
1.48	1.4	-0.684036084
1.52	1.4	-0.67405531
1.56	1.4	-0.656453019
1.6	1.4	-0.699831821
1.64	1.4	-0.601257311
1.68	1.4	-0.599709585
1.72	1.4	-0.637684668
1.76	1.4	-0.565041722
1.8	1.4	-0.501339934
1.84	1.4	-0.56863723
1.88	1.4	-0.539933465
1.92	1.4	-0.559388448
1.96	1.4	-0.511683221
2	1.4	-0.487121378
		
4.00E-02	1.6	-3.756674013
8.00E-02	1.6	-3.082161354
0.12	1.6	-2.701548803
0.16	1.6	-2.344321353
0.2	1.6	-2.177678853
0.24	1.6	-2.112710593
0.28	1.6	-1.937873929
0.32	1.6	-1.803694986
0.36	1.6	-1.7504586
0.4	1.6	-1.656596353
0.44	1.6	-1.567774488
0.48	1.6	-1.50281022
0.52	1.6	-1.380376645
0.56	1.6	-1.364391253
0.6	1.6	-1.335203974
0.64	1.6	-1.269762001
0.68	1.6	-1.215487723
0.72	1.6	-1.148287542
0.76	1.6	-1.161045739
0.8	1.6	-1.069021347
0.84	1.6	-1.079183998
0.88	1.6	-1.12868141
0.92	1.6	-1.061570298
0.96	1.6	-1.03773549
1	1.6	-0.991044103
1.04	1.6	-0.935923537
1.08	1.6	-0.958923319
1.12	1.6	-0.896427877
1.16	1.6	-0.936176507
1.2	1.6	-0.887397107
1.24	1.6	-0.725617178
1.28	1.6	-0.775616183
1.32	1.6	-0.795476931
1.36	1.6	-0.770668577
1.4	1.6	-0.725961427
1.44	1.6	-0.892052852
1.48	1.6	-0.755109324
1.52	1.6	-0.679706131
1.56	1.6	-0.578517334
1.6	1.6	-0.744169454
1.64	1.6	-0.784670583
1.68	1.6	-0.615735057
1.72	1.6	-0.648304729
1.76	1.6	-0.731900254
1.8	1.6	-0.71270176
1.84	1.6	-0.658200567
1.88	1.6	-0.687422642
1.92	1.6	-0.645025978
1.96	1.6	-0.528370591
2	1.6	-0.651624138
		
4.00E-02	1.8	-3.806497094
8.00E-02	1.8	-3.113478765
0.12	1.8	-2.735334397
0.16	1.8	-2.45928174
0.2	1.8	-2.225261952
0.24	1.8	-2.067047523
0.28	1.8	-1.963455771
0.32	1.8	-1.877036408
0.36	1.8	-1.69742819
0.4	1.8	-1.683155817
0.44	1.8	-1.597362581
0.48	1.8	-1.531219228
0.52	1.8	-1.479909559
0.56	1.8	-1.458658175
0.6	1.8	-1.332871443
0.64	1.8	-1.341547591
0.68	1.8	-1.255212808
0.72	1.8	-1.28678646
0.76	1.8	-1.16831356
0.8	1.8	-1.050657973
0.84	1.8	-1.061607549
0.88	1.8	-1.053688188
0.92	1.8	-1.189498325
0.96	1.8	-0.966651513
1	1.8	-0.947201943
1.04	1.8	-0.983583389
1.08	1.8	-0.869975785
1.12	1.8	-0.940572592
1.16	1.8	-0.925427602
1.2	1.8	-0.779475058
1.24	1.8	-0.856989783
1.28	1.8	-0.805667867
1.32	1.8	-0.916381699
1.36	1.8	-0.807690048
1.4	1.8	-0.777375024
1.44	1.8	-0.855430046
1.48	1.8	-0.670853144
1.52	1.8	-0.754627912
1.56	1.8	-0.854614329
1.6	1.8	-0.893086776
1.64	1.8	-0.802269111
1.68	1.8	-0.771897027
1.72	1.8	-0.809834733
1.76	1.8	-0.625120103
1.8	1.8	-0.762482781
1.84	1.8	-0.792956687
1.88	1.8	-0.706314785
1.92	1.8	-0.8170923
1.96	1.8	-0.669405844
2	1.8	-0.693915874
		
4.00E-02	2	-3.807096248
8.00E-02	2	-3.10663178
0.12	2	-2.716006459
0.16	2	-2.469210637
0.2	2	-2.210679839
0.24	2	-2.123644586
0.28	2	-2.005643221
0.32	2	-1.806285931
0.36	2	-1.777607746
0.4	2	-1.678721343
0.44	2	-1.554745443
0.48	2	-1.568304719
0.52	2	-1.491285675
0.56	2	-1.48778934
0.6	2	-1.403568815
0.64	2	-1.308665159
0.68	2	-1.267674364
0.72	2	-1.334101058
0.76	2	-1.239042511
0.8	2	-1.139695759
0.84	2	-1.164672475
0.88	2	-1.084460462
0.92	2	-1.091122863
0.96	2	-1.152620014
1	2	-1.03119063
1.04	2	-1.060342621
1.08	2	-1.007922422
1.12	2	-1.039808339
1.16	2	-0.913140075
1.2	2	-0.894161055
1.24	2	-0.779911939
1.28	2	-0.805620552
1.32	2	-0.885695873
1.36	2	-0.902953143
1.4	2	-0.922826009
1.44	2	-1.05950876
1.48	2	-0.883074058
1.52	2	-0.815245824
1.56	2	-0.943660782
1.6	2	-0.727228487
1.64	2	-0.773730358
1.68	2	-0.761931401
1.72	2	-0.857745394
1.76	2	-0.836858392
1.8	2	-0.862395783
1.84	2	-0.750287963
1.88	2	-0.728789206
1.92	2	-0.867788102
1.96	2	-0.792366589
2	2	-0.601554633
